id,transliteration,translation
13261,a-sa-me-ma A-mur-DINGIR i-na Wa-ah-u-sa-na AN.NA-ki rl TUG.HI.A a-na URUDU i-ta-di-in a-hu-ú-a a-ta-nu A-mur-DINGIR X_2 Wa-ah-su-ja-na X_0 i-la-ak mì-ma lu-qú-ti-a X_1 Pu-ru-us-ha-tim lu-se-ri-ib ma a-na i-ta-at-lim li-di-in,"I hear that Amur-ili has sold piecemeal tin and textiles for copper in Y_2 My Y_0 brothers, Amur-ili must Y_1 go (a second time) to Wahsusana!! He should bring all my merchandise into Purushattum and sell it for cash."
13262,um-ma A-mur-Istar-ma a-na Im-dì-DINGIR qi-bi-ma A-stir-ta-ak-la-ku ká-sa-ar Hu-ra-sa-nim tup-pi ub-la-kum i-na tup-pi-a a-na SÍG.HI.A k-la a-ta-hi X_3 tg-a-ri-a sa-pa-at-ká a-da-ma KB 1 X_0 úl-la-a-kum ki-ma Ú-zu-a a-na-e ik-ta-as-dì-ni um-ma X_2 la-ma a-tal-ku SÍG.HI.A a-na URUDU li-tur-ma GEME a Ú-zu-a a-na URUDU SIG5 lu-ta-e-ru a-na 60 GO SÍG.HI.A X_1 is-ti I ni-a-d-tim lu is-ti pa-si-ri a-mì-gi-ir-ma SÀ.BA 40 GO X_4 e-ru-ba-ma qa-ti-ma i-ta-am-sa-ah si-ti SÍG.HI.A i-na Ti-i-mu-ur-na na-ad-a-at,"Thus (says) Amur-Istar, speak to Imdilum: You entrusted me with the caravan to Hurasanum and brought Y_3 the tablet. In my tablet Y_0 have listed all the debts you Y_2 with me in the kârum. Only 1 mina (is missing) from you, just as Uzua mentioned to Y_1 Thus (I say): Before I depart, the wool should be Y_4 to copper and the maidservant of Uzua should be exchanged for fine copper. For 60 talents of wool, either with a merchant or with the caravan driver, we agreed and the profit (was) 40 talents. When it arrived, it was checked. The remainder of the wool is still in Tigmurna."
13263,a-na-kam i-na re-es SÍG.HLA u-mì-sa-am a-zu-ab,I cannot occupy myself with the wool (now)
13264,a-na URUDU sa pa-si-ri X_0 i-pa-ri-id SÍG.HI.A,let the wool be Y_0 for copper
13265,a-Ida SÍG.HI.A si-ni-su Ti-is-mu-ur-na,They will return and sell (the wool) completely; from (the wool) 80 talents are white and 20 talents are brown
13267,X_1 X_0 ti-it-ti-kd sa-pa-at-kd a-na i-ta-at-lirn sa-na-um id-cif-in-ma URUDU-a-ka i-ba-si,Y_1 Y_0 your wool for cash at a rate of 1:2 in accordance with your instructions and your copper is in store
13268,um-ma Im-di-DINGIR-rna X_0 Puzur-A-sur a Ah sa lim qi-bi-ma,Thus (says) Y_0 speak to Puzur-Assur and Ah-Salim
13269,URUDU SÍG.HI.A fi-im sa-ap-tum,"the copper of the wool, the proceeds of the wool"
13270,pa-si-ri sa SÍG.HI-at kd a-di-nu-su-nu-ti-ni,the retailers to whom I gave your wool
13271,a-na Im-di-lim qi-bi-ma um-ma Ú-zu-a-ma,"Speak to Imdilum, thus (says) Uzua"
13272,URUDU-sa X_0 SÍG5 nu-ta-a-ar-ma,We Y_0 exchange (the wool's) copper for fine (copper)
13273,a-wa-at kâ-ri-im,kârum decree
13274,X_0 mu-u-ut,Y_0 the death of
13275,ku-lu-su i-tag-ma-ar,has been spent
13276,a-na-kam i-se-er URUDU-im,now sits here on top of all the copper
13277,ki-li-ht Bu-za-zu i-ir-ti-bi4-is se-bu-lam la i-mu-a sa-al-ta-um,A quarrel has arisen between them
13278,45 GÚ URUDU si-ki-im sa i-na Wa-ah-su-sa-na i-na su-hu-pi-im,45 talents of sikkum copper from the suhuppum in Wahsulana
13279,18 GU 45 X_0 URUDU ma-si-am sa-bu-ra-am sa-qa-lam,18 talents 45 Y_0 of broken refined copper
13280,i-se-er Ah-sa-lim DUMU Su-Anim DAM.GÀR i-su X_0 Wa-ah-su-saata,Ah-salim son of Su-Anim owes to Y_0 merchant; he has to pay in Wahsusana
13285,ma-ti URUDU,talents of copper
13286,KB-pu da-nu-ni URUDU SIGs,bring fine copper
13287,10 GÚ.TA sa te-pu-su,every time you obtain some 10 talents
13288,X_0 ITU.1.KAM-im is-te-en6 u si-na,Y_0 a term of one or two months
13289,1 ma-na.TA rt 1 GÍN.TA,1 mina per shekel
13290,URUDU sa KB 10 X_0,copper for a value Y_0 some 10 minas of silver
13291,a-na Ku-lu-ma-a,to Kulumaya
13292,TOG lu-bu-se-e,white lubúsumkutānum textiles
13294,TOG su-lu-up-kâ-e-a,sulupkâ'umkutānum textiles
13295,50 ma-na.TA URUDU SIG5,50 minas (of fine copper) a piece
13296,AN.NA a-na URUDU la-mu-nim,tin for poor copper
13297,11 ma-na.TA,at a rate of 11:1
13298,30 ma-na.TA URUDU la-mu-nim,at a rate of 30 minas of poor copper per mina of tin
13299,a-na Ili-we-da-ku,with Ili-wédaku
13300,URUDU SIG5,fine copper
13301,um-ma a-la-ma AN.NA-ki,Distribute the tin discreetly (over retailers)
13302,a-na URUDU SIG5 ta-e-er-su-ma,exchange it (so) for fine copper
13303,si-im SÍG.HI.A,proceeds of wool
13304,si-itu sa-kp-ti-im,wool stands
13305,2 ma-na.TA a-na URUDU si-ki-in,2:1 for sikkum copper
13306,hi-dim KÙ.GI,gold beads
13307,1 GÍN X_1 X_0 X_1 si-ki-im,1 shekel Y_1 Y_0 Y_1 of sikkum copper
13308,20 X_0 si-kam si-im ar-sa-tim,20 Y_0 of sikkum as proceeds of the wheat
13309,si-im KB da-nim,proceeds of the 'strong' silver
13310,si-im su-ba-ti-kd u KÙ.GI,payment for your textiles and for the gold
13314,q1-ti as-ku-un,I laid a claim
13315,a-su-mi URUDU,about the copper
13316,i-na Ha-tim,in Hattum
13320,a-di-i URUDU er-sú-ú-ni-ma,As for the fact that I did not send the copper although it is ready
13321,a-na ma-at Wa-ah-su-sa-na i-ma-qu-ta,They are invading the country of Wahsusana
13322,a-di 5 u4-me-e a-tar si-kd-tum i-ta-qú-na-ni,"Within 5 days, I will hear whether the pegs become in good order again"
13324,la-ma a-li-kd-ni URUDU-i a-na Kd-ni-iski a-bu-uk-ma,Bring my copper to Kanish before I come
13325,a-di Kà-ni isk' li-si-ú,so that they will carry it till Kanish
13326,URUDU X_0 i-ba-sl-u sa bi-lk-tini ta-ru-ma a-se-ri-a a-na Wa-ah-su-sa-na ab-kam,bring Y_0 along and send all copper available to me in Wahsusana
13327,X_0 GO URUDU sa bi lk tim ub-lu-nim-kum 20 GÚ URUDU SIG5,Y_0 brought you 8 talents of copper and 20 talents of fine copper
13328,X_0 te-ru-bu ANSE 15 X_1 X_1 URUDU ma-li-ma X_2 se-er a-na Pu-ru-us-ha-tim a-bu-uk,"Y_0 as soon as Y_1 Y_1 the city, Y_2 or 16 donkeys with copper and send it to Purushattum"
13329,a-dt la a-li-kú-ni,As for the fact that I did not come
13330,I-ku-p!-a X_0 Ku-bu-ur-na-at a-na sí-ip-rú-tim i-li-ik,Ikuppia Y_0 gone on an errand to Kuburnat
13331,URUDU-u-su i-na ma-at Wa-ah-su-sa-na na-di-ma,his copper is stored in the country of Wahsusana
13332,ki-ma ma-tum sá-hi-at-ni a-na URUDU sa-la-hi-im a-ta-la-ak a-na Wa-ah-su-sa-na,"Because the country is in uproar, I will depart to rescue the copper. When I reach Wahsusana"
13333,URUDU-u-su a-na sa ki-ma su-a-tí a-pa-qí-id-ma,I will hand over his copper to his representatives
13334,sí-im 50 ku-ta-ni 10 GÚ URUDU ma-sí-um i-na X_0 En-na-nim DUMU Am-ri-a,50 kuteinumkutānum textiles. Ennum son of Amria owes Y_0 talents of refined copper
13335,10 GÚ URUDU SIG5 sí-im 50 TÚG.HI.A i-na Ti-sá-mu-ur-na,10 talents of fine copper by selling 50 textiles in Tismurna
13336,i-na 1 me-at 86 TÚG.HI.A,Out of 186 textiles
13337,12 TOG.HI.A sa En-na-Sú-in I-di-A-stir i15-qé,Iddi(n)-Aßur took 12 of Enna-Suen
13338,55 TOG ZU-re-i a-na Ti-is-mu-ur-na ú-bi-il,Suen-ré'i brought 55 to Tismurna
13339,ri-ih-tum X_0 X_0 TOG.HI.A i-ba-si-ú,The Y_0 Y_0 textiles are on hand
13340,10 GÚ URUDU SIG5 si-im TOG.HI ZU-re-i is-til Ti-is-mu-ur-na,Suen-ré'i brought from Tismurna 10 talents of fine copper as proceeds of the textiles
13341,36 1/2 ma-na AN.NA I-di-A-sür il5-qe,Iddi(n)-Assur took 36 1/2 minas
13342,TOG.HI.A i-na Ti-i-mu-ur-na E.GAL-lum a-na la-qk-im ú-hi-ir-ma,The palace in Tismurna was slow in accepting the textiles
13343,20 TUG i-pa-na X_0 10 TOG wa-ar-kd-num ub-lu-nim,"They brought me Y_0 20 textiles, and later 10"
13344,4 GÚ URUDU ma-si-am 2 1/2 X_0,"4 talents of refined copper, 2 Y_0 minas"
13345,1 GÚ URUDU SIG5 ii-im X_0 túgku-to-ni-kd,"1 talent of fine copper, Y_0 proceeds of your 3 kutânumkutānum textiles"
13346,X_0 ma-na.TA a-na a-ni-ki-kd,Y_0 minas (of copper) per (mina) for your tin
13347,X_0 X_0 X_0 ma-si-am si-im AN.NA,Y_0 Y_0 Y_0 refined (copper) as proceeds of tin
13348,X_3 A-sur-i-mi-ti 2 qi-bi-ma um-ma 3 Hu-ra-sa-num-ma 4 sé-mi ta-di-in-ma X_6 URUDU i-ba-si si-ka-tum 6 ú-sa-ma X_0 ma-hi-ri-im X_4 KÙ.GI a KÙ.GI la-su (<gap>) X_1 si-ka-tum a-na 15 10 u4-me-e i-ta-ra-nim-ma X_2 KÙ.GI a-sa-a-ma 17 KI X_7 ú sé ba la kum,"Y_3 to Assur-imitti, thus (says) Huraxanum: my goods have been Y_6 and the copper is in Y_0 The Y_4 is out and there is Y_1 silver or gold on the market. Y_2 The army will return Y_7 10 days, and then I will buy gold and send it you with a caravan"
13349,um-ma su-ut-ma 13 X_0 KÙ di-na-nim X_3 X_1 ne-nu-ma URUDU 15 sa a-wi-lim 0-0-la-a1 16 su-ma a-di ba-ab ha-<ra>-ni-su 17 URUDU lá e-ta-ar-ba-am 18 KÙ a-si-ib-tim ni-la-qé-ma 19 KÙ ni-da-su-um 20 X_2 KÙ Ku-ra-ra 21 zi Hu-ni-a e-pu-lu-su,"(Usanum) said: ""I Y_0 about to Y_3 Y_1 give me the silver."" We answered: ""The gentleman's copper can arrive at any moment."" If the copper has not arrived before he is Y_2 we will borrow silver at interest and give him the silver. As for the silver, Kurara and Hunia will guarantee for him"
13351,3 GÚ 4 X_4 X_4 ma-sè-am X_0 X_0 X_0 la-mu-nam 4 Ú-sur-sa-Istar 5 a-na gam-ri-su il5-qé 6 2 1/2 GÙ Ha-bu-ra-ta-i-am 7 a-ha-ma Ú-sur-sa-Istar 8 i15-qe 1 GÙ X_3 mana 9 la-mu-nam 10 A-šur-šú-lu-li 11 i15-qé X_5 URUDU 12 sa I-di-a-bi-im 13 DUMU I-di-Istar 14 i15-qé-ú,"3 talents 4 Y_4 Y_4 refined Y_0 Y_0 Y_0 13 minas of poor copper for his expenses; furthermore, Usur-sa-Ištar collected 2 1/2 talents of Haburata copper. Assur-pluli collected Y_3 talent 14 minas of poor copper; they Y_5 it from the copper (due to) Iddi(n)-abum son of Iddi(n)-Istar."
13352,X_0 ma-at Hi-ru-ah nu-kà-an-ma,Y_0 will secure (copper) in the country of Hiruh
13353,a-na Ma-ri-it-hi-im u Tur-hu-mit e-ti-iq-ma,And I will travel to Marithum and Turhumit (and execute your order)
13355,a-ma-la té-er-ti-a URUDU ma-la i-ba-si-u Ta-as-ku-ul a-na Wa-ah-su-sa-na a-sé-er [I-ku-pl]-a lu-bi-il,"Let Taskul send all the copper available to Ikuppia in Wahusana, in accordance with my instructions"
13356,ti a-ta URUDU X_0 ta-kà-<su>-du a-na Wa-ah-su-sa-na a-se-er I-ku-pi-a sé-bi-il,And you (= Y_0 send all the copper that you acquire to Ikuppia in Wah§usana
13358,lu URUDU lu AN.NA nu-la i-sa-u-mu X_0 a-lim i-na-di,"He will store the copper or Y_0 tin, as much as he will buy, in the City"
13360,ta-pa-i a-na i-su-ur-ti-su u-ta-hi X_1 si-im TÚG.HI-ti-a u hu-sa-ri-a X_0 KB-dp tap-pk-i-a al-qe a-ma-kam KB-ap-su dí-siina,"my partner credited (the Y_1 of 2 kutäna and Y_0 shekels of husarum) to his isurtum; here, I took the price of my textiles and of my husetrum out of my partner's silver. Give him his silver there!"
13361,X_0 tup-pi-im pa-ni-im i-su-ur-tim ra-bi-tim,"Y_0 the 'first tablet, the large isurtum'"
13364,a-na 30 GÚ URUDU SIG5,to 30 minas of good copper
13365,a-na Da-su-su-ú,to Dasussu
13368,a-na X_0 55 TUG.HI sa X_1 É.GAL-lim e-ru-bu-ni X_2 TUG.HI-ti É kâ-ri-im na-ad-a-ku,"to Y_0 proceeds for these Y_1 textiles, which Y_2 palace would pay to the kârum-office"
13369,3 2/3 X_1 30 5 GÍN KB X_0 mi-si-it e-la-tim sa is-ra-tim a-ta u a-na-ku ni-la-qe 1 5/6 X_2 2 1/2 GIN i-na sa-al-sa-tim ni-la-qé,"a total Y_1 5 minas 37 1/2 Y_0 of silver was to be collected, two-thirds from the enterprise's Y_2 (misittum) for 'tithe' and one-third from a fund called 'the thirds' (salsâtum)"
13370,lu i-na a-lim lu X_1 GANA2-lim a-li KB-ka A-sur-i-m-ti A-ni-nim X_0 A-ú-ke-e-n i-bu-ru-ni A-la-hu-um i-<gap> i-su-hu-pi-im i-la-qe,Alâhum was given permission Y_1 the city council in Assur Y_0 recover his claim from the silver of the debtor and two guarantors from the suhuppum either in the City or Outside of it
13371,tup-pa-am sa di-in ka-ri-im le-qe-a-um sa i-mi-ma i-su-ú X_0 KÙ.GI sa dIM i-su-hu-pi-im a-ta ta-la-qé-ú,"Obtain a document with a verdict of the Y_0 stating that you can take from the suhuppum from whatever he possesses, (as much as necessary) to compensate for the gold of Adad"
13372,5/6 ma-na KB A-mur-Istar DUMU A-mur-DINGIR i-na sú-hu-pi-im i-se-er su-Su-in DUMU Puzur-SA.DU X_1 i-É-ti-su X_0 i-mi-ma i-su-u i-la-qe,"Amur-Istar son of Amur-ili can take 50 shekels of silver from the Y_1 at Y_0 expense of Sii-Suen son of Puzur-sadue, either from his 'house' or from whatever else he possesses"
13373,i-na wa-sa URUDU sa É-kà-rim X_0 qà-ti-a d qa-ti I-ri-sum,You have been allowed to Y_0 (the copper) from my share and from that of Irisum as soon as the copper from the palace becomes available.
13374,lu KB X_0 TUG.HI.A is-ta pu-ku qa-ti a-na É kà-ri-im i-ta-di a-na ni-kà-si qa-ti sa ak li i15,"Deposit my Y_0 (of silver or textiles) to the kârum office (if) they s. either silver or textiles, make my share complete."
13375,lu KB X_0 TUG.HI.A lu mi-ma is-ta pu-ku-ni qà-ti i-ta-di-ma,"either silver Y_0 textiles or anything, they deposited my share"
13376,K-im 3 me-at SÍG.HI.A 1 me-at 37 X_0 URUDU qa-su X_1,I collected 137 minas of copper as Y_0 of 300 Y_1 of) wool as his share.
13377,ni-kä-si . sa En-na-nim,accounting of Ennamânum
13378,X_0 me-at ha-am-k-at a-na É kd-ri-im a-di-in,Y_0 for the 5% to the kàrum-office
13379,X_0 É ka-ri-im a-di-in,Y_0 to the kàrum-office
13380,X_0 URUDU sa me-turn,Y_0 of copper of the 'five per cent'
13381,me-tum ha-am-sa-at,'five per cent'
13383,X_0 URUDU,Y_0 of copper
13384,is-tù ha-mus-tim,from the week
13386,a-na ni-ga-lim,before harvest-time
13387,URUDU ú-sa-ak-sa-dam,copper reaches
13388,a-wa-at kà-ri-im,kârum rule
13390,X_0 Im-dí-lim qí-bi-ma,"Y_0 to Imdilum, thus (say)"
13391,um-ma gu-mì-a-bi4-a-ma,"Sumi-abia, Al-tab, and Kuzizia"
13392,1 GÚ AN.NA 10 ku-ta-nu,"1 talent of tin, 10 kutanumkutānum textiles"
13393,7 TOG su-ru-tim Ka-ki,7 surumkutānum textiles. Kaki brought
13394,ùb-lam AN.NA-ka,your tin
13395,ni-is-<ni>-iq-ma X_1 X_0,deficit Y_1 Y_0 mina
13396,X_0 AN.NA-ki-a 7 GÍN.TA a-n[a],Y_0 my tin of (1 shekel of silver) per 7 shekels of tin
13397,X_0 1/3 [ma-na.TA],Y_0 each kutânum-textile 20 shekels (of silver)
13398,X_0 su-ru-tim 12 GÍN.TA,Y_0 each surum-textile 12 shekels
13399,a-na u4-me a-na Ib-ni-ili,to Ibni-ili
13400,a-na Puzur-A-sùr qí-bi-ma,Speak to Puzur-Assur
13401,um-ma Bu-za-zu-ma,thus (says) Ikuppia
13402,a-na Ka-ni-is,to Kanish
13403,lu ku-a-am X_0 Ili-we-da-ku,a man Y_0 to Ili-wēdaku
13404,um-ma a-na-ku-ma,I said
13405,a-di na-tù-ra-ni,until his return
13410,ITU.5.KAM ù ITU.6.KAM,the fifth and sixth months
13416,ra-mi-ni as-ku-un-ma,I set my mind
13421,a-na ra-pu-di-ni,for judgment
13423,X_0 X_0 di-nim,Y_0 Y_0 for judgment
13424,um-ma Pu-su-ke-en,Thus (says) Buzâzu
13425,19 GÚ URUDU ma-sí-am,19 talents of refined copper
13426,1 GÚ 40 X_0 URUDU si-ku-um,1 talent 40 Y_0 of native copper
13427,7 1/2 GÚ URUDU si-kam,7 1/2 talents of native copper
13431,a-na Sa-la-tí,to Salatuar
13433,is-ku-nam À.BA,deposit in the kârum-office
13434,sí-im KÙ.GI,proceeds of the sale of gold
13435,URUDU sí-kum,copper proceeds
13436,URUDU sí-kam sí-im a-bar-ni-im,copper proceeds of the tariff
13437,um-ma Aḥ-sa-lim-ma a-na Puzur4-A4šur qí-bi4-ma,Thus speak to Puzur-Ashur:
13438,i-na 20 GÚ 15 X_1 URUDU sa X_0 WaSIG5,Out of 20 talents Y_1 minas of Y_0 which is in the good quality
13439,su-sa-na a-su-mì-a i-sa-qú-lu-ni,they are weighing out for us
13440,10 GÚ u-s[a-ni-i],10 talents they
13441,URUDU SIG5 a-na A-šur-ma-lik a-ma-la,good quality copper to Ashur-malik they bring
13442,té-er-tí-kà a-sà-ni-iq URUDU-i-ka,your tablet we have cut your copper
13444,GU SIG5,fine (copper)
13445,um-ma su-ut-ma,thus (says)
13446,a-na Pu-ru-us-ha-tim la e-ra-ab,I will not enter Purushattum
13447,a-bi4 a-ta,My dear father
13448,a-na KB a-da-gal,expecting Silver from Purushattum
13449,X_0 KB,Y_0 of silver
13451,X_0 X_0 Ka-ni-is lu X_1 Pu-ru-us-ha-tim,Y_0 Y_0 or to Y_1
13452,DUMU Tí-li-a,son of Tilia
13453,X_0 i-li-ik,Y_0 a message
13456,a-na Pu-su-ke-en,Speak to Püsu-ken
13457,qí-bi-ma um-ma A-sur-ma-lik-ma,thus (say) Assur-mâlik
13458,I-a-sar ù dIM-01-lu-li-ma,"Ea-sar, and Adad-$ulüli"
13459,URUDU sa Puzur4-A-sur,the copper which Puzur-Assur owns
13460,i-li-bi I-a-sar i-su-ú,"from Ea-sar, he gave us"
13461,URUDU ta-a-bi-ta-am,"copper, the final instalment"
13462,ma-ahlú-ni i-re-qam,the market for copper is paralyzed
13463,URUDU-ú-su a-na Pu-ru-us-ha-tim,his copper to Purushattum
13464,qí-bi-ma um-ma A-mur-Istar,thus (says) Amur-Istar
13465,AN.NA sa Hi-na-a sa ta-c-pu-ra-ni,the tin of Hinâya about which you wrote me
13466,DUMU X_0 X_0 ka-sa-ar-su,the Y_0 Y_0 the gentleman and his transporter
13467,a-na-kam wa-a-bu,are staying here
13468,ku-nu-ki sa a-lim,sealed by the City
13469,E X_0 u wa-tù-ur,I Y_0 sell it at any price and send
13470,a-di 10 u4-me URUDU-su i-ga-mu-ru,"Within 10 days, when its stock of copper is exhausted"
13471,a-di 10 u4-me-e X_0 u'-ka-am,Within 10 days Y_0 caravan will leave
13472,a-na sa X_1 ma-du-tí-im X_0 us-bu-ni,As for Y_1 fact Y_0 they have been staying here for a long time
13473,URUDA É.GAL-him ù té-ra-tù-su,the palace and its officers became indebted to me
13474,i-hi-ib-lu-nim-ma la li-Ibi4 i-li-ma i-na sí-kà-tí-im,"unfortunately, they are present at the sikkatum festival"
13475,is-tù ITU.KAM eq-la-tim X_0 ki-ri-a-tim sa 20 ma-na,"For one month, Y_0 palace has been offering me at my disposal fields and orchards worth 20 minas"
13476,a-ta-bi-a-ma a-ta-la -kam A-sur X_0 DINGIR il5-ka li-ii-a-la-ni,"I gave them up, Y_0 want to leave. Assur and your god may question me"
13477,a-na Ha-na-na-ri-im,To Hananarī
13479,i-na Pu-ru-us-ha-tim,in Puruehattum
13480,lu a-na-kam a-na qa-qa-da-tí-ni,the general promised me
13482,la ta-as-ta-na-me-a,do not worry
13483,a-wi-lu-um na-ba-al-kà-tim,the man is capricious
13484,ma-al-ui-am i-da-an,give silver
13485,2 li-im URUDU,"10,000 (minas of) copper"
13488,i-ip-au-um sa-bu-ú,the escort
13491,a-na Pu-su-ke-en6 qi-bi-ma,"Speak to Pu-sukén, thus"
13492,um-ma Dan-A-sur-ma,(says) Dan-Assur
13493,a-bi X_0 X_1 X_1,My Y_0 Y_1 Y_1 lord
13494,um-ma A-mur-Istar ù Dan-A-sur-ma,(says) Amur-Istar and Dan-Assur
13495,3 me-at 43 X_0 URUDU,343 minas of Y_0
13496,a-na GÚ-tim ala-ula-ma,one talent (of tin)
13497,4 me-at 10 ma-na,410 minas
13498,2 me-at 44 X_0,244 minas (of Y_0
13499,1 me-at 68 ma-na,168 minas
13500,X_0 ma-na 10 1/2 GÍN,Y_0 minas 10 1/2 shekels
13501,1 5/6 ma-na X_0 1/2 GIN,1 mina 56 Y_0 shekels
13502,a-na Ú-zu-ur-sa-Istar,to Usur-sa-Istar
13505,is-tu ta-ta-al-ku,When you left
13507,i-na wa-ṣa-a,when becomes available
13509,ma-tum sa-hi-at,country is in uproar
13510,ma-na.TA a-mu-ra-am,purchase by Eblaites probably of sikkum
13511,X_0 KB,Y_0 mina of tin
13512,GÚ URUDU,1 talent of copper
13513,URUDU X_0 Wa-ah-su-sa-na a-na KB,copper Y_0 Wahsusana for tin
13514,KB a-na URUDU-im,tin for copper
13515,URUDU-um X_0 KB i-za-az,copper Y_0 tin is weighed
13516,URUDU-um da-mu-qú-um,copper is good
13517,URUDU-a-kà X_0 KB ta-dí-in,copper Y_0 given for tin
13518,KB si-im URUDU,tin is the price of copper
13519,URUDU sí-im KB,copper is the price of tin
13520,URUDU ma-sí-am SIG5,copper refined good
13521,URUDU SIG5 ma-sí-am,copper good refined
13522,URUDU ma-sí-am da-mu-qtm sa-bu-ra-am,copper refined good pure
13523,URUDU sa-bu-ra-am,copper pure
13524,URUDU ma-si-am sa-bu-ra-am,copper refined pure
13525,URUDU ma-sí-am sa Tismurna,copper refined of Tismurna
13533,GÍN KB,shekels of silver
13535,X_0 qd-tt,Y_0 the account of
13539,X_0 a-mu-ri-im,Y_0 the Amorite
13540,a-na URUDU a-nim,for fine copper
13541,da-na-su iq-bi-a-am,its price was stated
13546,a-ba-an ma-tim,aban mâtim
13548,URUDU sí-kum,copper of sí-quality
13549,URUDU sí-kam,copper of sí-quality
13550,URUDU sí-ki-im,copper of sí-quality
13551,URUDU Ha-bu-ra-ta-i,copper from Haburata
13552,URUDU Ha-bu-ra-ta-i-am,copper from Haburata
13553,URUDU SIG5 Ha-bu-ra-ta-i-um,fine copper from Haburata
13554,URUDU SIG5 sa-bu-ru-um Ha-bu-ra-ta-i-a-am,fine clear copper from Haburata
13555,URUDU Ha-bu-ra-ta-am SIG5 wa-at-ru-um,fine surplus copper from Haburata
13556,ma-na URUDU SIG5 Ha-bu-ra-ta-i-um,minas of fine copper from Haburatum
13557,GÚ URUDU SIG5 Ha-bu-ra-ta-i-um,talents of fine copper from Haburatum
13558,GÚ URUDU SIG5 mì-is-lu-um ma-si-um mì-is-lu-um Ha-bu-ra-ta-i-um,"talents of fine copper, refined, from Haburatum"
13559,GÚ URUDU-kà SIG5 Ha-bu-ra-ta-i-um,talents of fine copper from Haburatum
13562,sa Ni-na-sa-a-a,from Ninassa
13563,sa Pu-ru-us-ha-tim,from Purushattum
13564,URUDU ma-sí-am,oil copper
13565,1 TOG ku-ta-nam er-ba-am i-sí-a-am . a-na er-bi-šu 1 me-at URUDU sa Tù-ùh pì-a a-dí-su-um-ma . la-qí-am la i-mu-a-ma É Zu-me-a e-zi-ib-su-ma . Su-Be-lum i-li-kam-ma 50 X_1 URUDU sa Tù-ùh-pì-a 30 ma-na URUDU SIG5 . X_0 kà-ar-pá-tim sa sa am ni im a-dí-su-um,"He brought me 1 kutanum-textile as a goodwill-gift and I gave him 100 (minas) of copper from Tuhpia which he refused to accept, and I left Y_1 behind in Zumea's house. When Sü-Bélim came I Y_0 him 50 minas of Tuhpia copper, 30 minas of fine copper, and 2 jars with Oil"
13574,X_0 X_0 AN.NA i-na li-bi ANNA-ki-kà a-na Ha-na-nim a-na 30 ma-na.TA URUDU la-mu-nim a-dí-su-ma,"Y_0 Y_0 of tin within tin-price to the Haneans at 30 minas per talent of copper, poor copper"
13575,a-na URUDU asal-ki-im X_0 ma-na.TA a-dí-ma,for fine copper Y_0 15 minas per (unit)
13576,X_0 ma-na.TA a-na a-ni-ki-kà,Y_0 minas per unit for tin-price
13577,i-nu-mì Sú-e-a i-li-kà-ni AN.NA 9 ma-na.TA X_0 10 ma-na.TA i-ta-na-dí-nu a-na-ku 11 ma-na.TA,"when Suea came, they used to Y_0 tin at 9:1 and 10:1. I have sent you (copper obtained by selling it) at 11:1"
13578,a-na AN.NA-ki-kà 11 ma-na.TA,at tin-price 11 minas per (unit)
13579,10 1/2 ma-na.TA a-na SIGg X_0,10 1/2 minas per fine Y_0 gave
13580,a-dI sa! Ha-ni-a-nim 10 ma-na AN.NA i-dí-na-ma X_1 ma-na.TA X_0 AN.NA-ki-s'ru u-e-bi4-la-su-um,for the Haneans 10 minas of tin Y_1 gave Y_0 7 minas per tin-price he will bring
13581,3 me-at 43 X_0 URUDU a-1 GO-tim u-sa-ma,300 43 minas Y_0 copper for tin he bought
13582,2 me-al URUDU sí-kam sí-im a-bar-ni-im KI Zu-li-a GAL ma-sa-ar-tim,"200 minas of sikkum copper, price of abarnium from Zulia, chief of the caravan"
13583,lu-bu-tí-e pa-s-ú-tim,white garment
13587,šubâtum sa gatim,a textile of normal quality
13594,sà-pu sa mu-sci-ri,bowls with metal band
13595,sà-pu-u sa mu-sà-ri,bowls with metal band
13596,sà pu-u sa mu-sà-ri,bowls with metal band
13597,ha-bu-ra-a-turn SÀ.BA sà pu-um,h.-vessels among which a bowl with handle
13598,k-pt-i15-tum sa sàpé-e,stand for a bowl
13599,sà pu-a sa-ah-tù-tum,bowls without metal band
